"movie_title","director_name","title_year","duration","genre","gross","budget","imdb_score","classify_score","cast_total_facebook_likes"
"Lady Vengeance ","Chan-wook Park",2005,112,"Drama",211667,4.2e+09,7.7,"Hit",907
"Mean Machine ","Barry Skolnick",2001,99,"Comedy",92191,2500000,6.5,"Average",29325
"Exiled ","Johnnie To",2006,110,"Action",49413,3.5e+07,7.3,"Hit",398
"After.Life ","Agnieszka Wojtowicz-Vosloo",2009,104,"Drama",108229,4500000,5.9,"Average",15860
"One Flew Over the Cuckoo's Nest ","Milos Forman",1975,133,"Drama",1.12e+08,4400000,8.7,"Hit",2176
"Falcon Rising ","Ernie Barbarash",2014,103,"Action",8691,4500000,5.8,"Average",3089
"The Sweeney ","Nick Love",2012,112,"Action",26345,3e+06,6.1,"Average",4810
"Whale Rider ","Niki Caro",2002,101,"Drama",20772796,6e+06,7.6,"Hit",497
"Paa ","R. Balki",2009,133,"Comedy",199228,1.5e+08,7.2,"Hit",1045
"Pan ","Joe Wright",2015,111,"Adventure",34964818,1.5e+08,5.8,"Average",21404
"Night Watch ","Timur Bekmambetov",2004,104,"Horror",1487477,4200000,6.5,"Average",206
"The Crying Game ","Neil Jordan",1992,112,"Romance",62549000,2300000,7.3,"Hit",2412
"Porky's ","Bob Clark",1981,94,"Comedy",105500000,4e+06,6.2,"Average",582
"Survival of the Dead ","George A. Romero",2009,90,"Horror",101055,4e+06,5,"Average",1951
"Lost in Translation ","Sofia Coppola",2003,101,"Drama",44566004,4e+06,7.8,"Hit",32015
"Annie Hall ","Woody Allen",1977,93,"Comedy",39200000,4e+06,8.1,"Hit",12691
"The Greatest Show on Earth ","Cecil B. DeMille",1952,152,"Romance",3.6e+07,4e+06,6.7,"Average",825
"Exodus: Gods and Kings ","Ridley Scott",2014,150,"Action",65007045,1.4e+08,6.1,"Average",26489
"Monster's Ball ","Marc Forster",2001,112,"Romance",31252964,4e+06,7.1,"Hit",13707
"Maggie ","Henry Hobson",2015,95,"Drama",131175,8500000,5.6,"Average",1885
"Leaving Las Vegas ","Mike Figgis",1995,111,"Romance",31968347,3600000,7.6,"Hit",14823
"The Boy Next Door ","Rob Cohen",2015,91,"Horror",35385560,4e+06,4.6,"Average",4807
"The Kids Are All Right ","Lisa Cholodenko",2010,106,"Comedy",20803237,3500000,7.1,"Hit",18645
"They Live ","John Carpenter",1988,93,"Sci-Fi",13008928,4e+06,7.3,"Hit",837
"The Last Exorcism Part II ","Ed Gass-Donnelly",2013,93,"Drama",15152879,5e+06,4,"Average",46868
"Boyhood ","Richard Linklater",2014,165,"Drama",25359200,4e+06,8,"Hit",673
"Scoop ","Woody Allen",2006,96,"Comedy",10515579,4e+06,6.7,"Average",20132
"The Wash ","DJ Pooh",2001,93,"Comedy",10097096,4e+06,4.6,"Average",955
"3 Strikes ","DJ Pooh",2000,82,"Comedy",9821335,6e+06,4,"Average",3354
"The Cooler ","Wayne Kramer",2003,101,"Romance",8243880,3200000,7,"Average",3086
"The Night Listener ","Patrick Stettner",2006,81,"Horror",7825820,4e+06,5.9,"Average",50831
"The Orphanage ","J.A. Bayona",2007,105,"Drama",7159147,3400000,7.5,"Hit",954
"A Haunted House 2 ","Michael Tiddes",2014,86,"Comedy",17314483,4e+06,4.7,"Average",4073
"The Rules of Attraction ","Roger Avary",2002,110,"Comedy",6525762,4e+06,6.7,"Average",19928
"Four Rooms ","Allison Anders",1995,110,"Comedy",4301331,4e+06,6.7,"Average",7921
"Secretary ","Steven Shainberg",2002,104,"Comedy",4046737,4e+06,7.1,"Hit",2251
"The Real Cancun ","Rick de Oliveira",2003,96,"Documentary",3713002,8e+06,2.7,"Flop",972
"Talk Radio ","Oliver Stone",1988,110,"Drama",3468572,4e+06,7.3,"Hit",1966
"Waiting for Guffman ","Christopher Guest",1996,84,"Comedy",2892582,4e+06,7.6,"Hit",3559
"Love Stinks ","Jeff Franklin",1999,94,"Comedy",2800000,4e+06,5.8,"Average",2662
"You Kill Me ","John Dahl",2007,93,"Comedy",2426851,4e+06,6.5,"Average",776
"Thumbsucker ","Mike Mills",2005,96,"Comedy",1325073,4e+06,6.6,"Average",1208
"Mirrormask ","Dave McKean",2005,101,"Adventure",864959,4e+06,6.9,"Average",1215
"Samsara ","Ron Fricke",2011,102,"Documentary",2601847,4e+06,8.5,"Hit",48
"The Barbarians ","Ruggero Deodato",1987,87,"Adventure",8e+05,4e+06,4.8,"Average",1700
"Poolhall Junkies ","Mars Callahan",2002,99,"Drama",562059,4e+06,7,"Average",3130
"The Loss of Sexual Innocence ","Mike Figgis",1999,106,"Drama",399793,4e+06,5.4,"Average",4343
"Joe ","David Gordon Green",2013,117,"Drama",371897,4e+06,6.9,"Average",13607
"Shooting Fish ","Stefan Schwartz",1997,99,"Comedy",302204,3e+06,6.6,"Average",975
"Prison ","Renny Harlin",1987,102,"Drama",354704,1300000,5.9,"Average",11083
"Psycho Beach Party ","Robert Lee King",2000,85,"Comedy",265107,1500000,6.3,"Average",2282
"The Big Tease ","Kevin Allen",1999,86,"Comedy",185577,4e+06,6.3,"Average",2805
"Buen Día, Ramón ","Jorge Ramírez Suárez",2013,120,"Drama",100412,4e+06,7.7,"Hit",824
"Trust ","David Schwimmer",2010,106,"Drama",58214,9500000,7,"Average",916
"An Everlasting Piece ","Barry Levinson",2000,103,"Comedy",75078,1.4e+07,6.3,"Average",1403
"Among Giants ","Sam Miller",1998,93,"Comedy",64359,2500000,5.9,"Average",643
"Adore ","Anne Fontaine",2013,112,"Romance",317125,1.6e+07,6.2,"Average",25269
"Mondays in the Sun ","Fernando León de Aranoa",2002,113,"Comedy",146402,4e+06,7.7,"Hit",387
"Stake Land ","Jim Mickle",2010,98,"Drama",18469,650000,6.5,"Average",1038
"The Last Time I Committed Suicide ","Stephen Kay",1997,92,"Drama",12836,4e+06,5.8,"Average",20135
"Futuro Beach ","Karim Aïnouz",2014,106,"Drama",20262,4e+06,6.1,"Average",629
"Inescapable ","Ruba Nadda",2012,93,"Romance",4063,4e+06,5.2,"Average",242
"Gone with the Wind ","Victor Fleming",1939,226,"Romance",198655278,3977000,8.2,"Hit",1862
"Desert Dancer ","Richard Raymond",2014,104,"Drama",143653,4e+06,6,"Average",1281
"Major Dundee ","Sam Peckinpah",1965,152,"Adventure",14873,3800000,6.8,"Average",2888
"Annie Get Your Gun ","George Sidney",1950,107,"Comedy",8e+06,3768785,7,"Average",731
"Defendor ","Peter Stebbings",2009,95,"Comedy",37606,3500000,6.8,"Average",2658
"The Pirate ","Vincente Minnelli",1948,102,"Comedy",2956000,3700000,7.1,"Hit",282
"The Good Heart ","Dagur Kári",2009,99,"Drama",19959,3800000,6.9,"Average",298
"The History Boys ","Nicholas Hytner",2006,109,"Comedy",2706659,2e+06,6.9,"Average",5977
"Unknown ","Jaume Collet-Serra",2011,113,"Action",61094903,3e+07,6.9,"Average",17151
"The Full Monty ","Peter Cattaneo",1997,91,"Comedy",45857453,3500000,7.2,"Hit",2323
"Airplane! ","Jim Abrahams",1980,88,"Comedy",83400000,3500000,7.8,"Hit",2726
"Friday ","F. Gary Gray",1995,97,"Comedy",27900000,3500000,7.3,"Hit",3455
"Menace II Society ","Albert Hughes",1993,97,"Drama",27900000,3500000,7.5,"Hit",3036
"Creepshow 2 ","Michael Gornick",1987,85,"Comedy",1.4e+07,3500000,6,"Average",3617
"The Witch ","Robert Eggers",2015,92,"Horror",25138292,3500000,6.8,"Average",1122
"I Got the Hook Up ","Michael Martin",1998,93,"Comedy",10305534,3500000,3.9,"Average",987
"She's the One ","Edward Burns",1996,96,"Comedy",9449219,3500000,6.1,"Average",995
"Gods and Monsters ","Bill Condon",1998,105,"Drama",6390032,3500000,7.5,"Hit",4238
"The Secret in Their Eyes ","Juan José Campanella",2009,129,"Drama",20167424,2e+06,8.2,"Hit",1044
"Evil Dead II ","Sam Raimi",1987,37,"Comedy",5923044,3600000,7.8,"Hit",1347
"Pootie Tang ","Louis C.K.",2001,81,"Action",3293258,3e+06,5.2,"Average",2238
"La otra conquista ","Salvador Carrasco",1998,106,"Drama",886410,3500000,6.8,"Average",222
"Trollhunter ","André Øvredal",2010,103,"Comedy",252652,19900000,7,"Average",44
"Ira & Abby ","Robert Cary",2006,101,"Comedy",220234,3500000,6.5,"Average",3574
"The Watch ","Akiva Schaffer",2012,102,"Action",34350553,6.8e+07,5.7,"Average",2486
"Winter Passing ","Adam Rapp",2005,98,"Comedy",101228,3500000,6.4,"Average",20009
"D.E.B.S. ","Angela Robinson",2004,91,"Action",96793,3500000,5.3,"Average",6380
"The Masked Saint ","Warren P. Sonoda",2016,105,"Action",123777,3500000,4.7,"Average",1043
"Time to Choose ","Charles Ferguson",2015,100,"Documentary",29233,3500000,7,"Average",24
"March of the Penguins ","Luc Jacquet",2005,80,"Documentary",77413017,8e+06,7.6,"Hit",11218
"Margin Call ","J.C. Chandor",2011,107,"Drama",5354039,3500000,7.1,"Hit",22834
"Choke ","Clark Gregg",2008,92,"Comedy",2926565,3e+06,6.5,"Average",3608
"Whiplash ","Damien Chazelle",2014,107,"Drama",13092000,3300000,8.5,"Hit",26495
"City of God ","Fernando Meirelles",2002,135,"Drama",7563397,3300000,8.7,"Hit",1211
"Human Traffic ","Justin Kerrigan",1999,99,"Comedy",104257,2200000,7.1,"Hit",1430
"The Hunt ","Thomas Vinterberg",2012,115,"Drama",610968,3800000,8.3,"Hit",216
"Bella ","Alejandro Monteverde",2006,91,"Romance",8108247,3300000,7.4,"Hit",2747
"Dreaming of Joseph Lees ","Eric Styles",1999,92,"Romance",7680,2e+06,6.4,"Average",2020
"Maria Full of Grace ","Joshua Marston",2004,101,"Drama",6517198,3e+06,7.5,"Hit",308
"Beginners ","Mike Mills",2010,105,"Comedy",5776314,3200000,7.2,"Hit",2016
"Animal House ","John Landis",1978,109,"Comedy",141600000,3e+06,7.6,"Hit",3468
"Goldfinger ","Guy Hamilton",1964,110,"Action",51100000,3e+06,7.8,"Hit",1198
"Trainspotting ","Danny Boyle",1996,94,"Drama",16501785,3500000,8.2,"Hit",3559
"The Original Kings of Comedy ","Spike Lee",2000,115,"Comedy",38168022,3e+06,6.6,"Average",1964
"Paranormal Activity 2 ","Tod Williams",2010,98,"Horror",84749884,3e+06,5.7,"Average",1081
"Waking Ned Devine ","Kirk Jones",1998,91,"Comedy",24788807,3e+06,7.4,"Hit",1965
"Bowling for Columbine ","Michael Moore",2002,120,"Drama",21244913,4e+06,8,"Hit",1779
"A Nightmare on Elm Street 2: Freddy's Revenge ","Jack Sholder",1985,87,"Horror",3e+07,2200000,5.4,"Average",1472
"A Room with a View ","James Ivory",1985,117,"Romance",20966644,3e+06,7.4,"Hit",1665
"The Purge ","James DeMonaco",2013,85,"Sci-Fi",64423650,3e+06,5.7,"Average",3708
"Sinister ","Scott Derrickson",2012,110,"Horror",48056940,3e+06,6.8,"Average",2239
"Martin Lawrence Live: Runteldat ","David Raynr",2002,113,"Comedy",19184015,3e+06,5.4,"Average",159
"Air Bud ","Charles Martin Smith",1997,98,"Comedy",24629916,3e+06,5.1,"Average",4277
"Jason Lives: Friday the 13th Part VI ","Tom McLoughlin",1986,86,"Horror",19472057,3e+06,5.9,"Average",1862
"The Bridge on the River Kwai ","David Lean",1957,161,"Drama",27200000,3e+06,8.2,"Hit",1035
"Spaced Invaders ","Patrick Read Johnson",1990,100,"Comedy",15369573,3e+06,5.3,"Average",1441
"Jason Goes to Hell: The Final Friday ","Adam Marcus",1993,91,"Horror",15935068,2500000,4.3,"Average",2899
"Dave Chappelle's Block Party ","Michel Gondry",2005,100,"Comedy",11694528,3e+06,7.2,"Hit",2165
"Next Day Air ","Benny Boom",2009,84,"Action",10017041,3e+06,5.9,"Average",4815
"Phat Girlz ","Nnegest Likké",2006,99,"Comedy",7059537,3e+06,3,"Flop",2321
"Before Midnight ","Richard Linklater",2013,109,"Romance",8114507,3e+06,7.9,"Hit",328
"Teen Wolf Too ","Christopher Leitch",1987,95,"Comedy",7888703,3e+06,3.2,"Average",1389
"Phantasm II ","Don Coscarelli",1988,97,"Action",7282851,3e+06,6.5,"Average",1395
"Real Women Have Curves ","Patricia Cardoso",2002,90,"Comedy",5844929,3e+06,7,"Average",2510
"East Is East ","Damien O'Donnell",1999,96,"Comedy",4170647,1900000,6.9,"Average",1616
"Whipped ","Peter M. Cohen",2000,82,"Comedy",4142507,3e+06,4.4,"Average",858
"Kama Sutra: A Tale of Love ","Mira Nair",1996,109,"Romance",4109095,3e+06,6,"Average",1292
"Warlock: The Armageddon ","Anthony Hickox",1993,98,"Horror",3902679,3e+06,5.3,"Average",1806
"8 Heads in a Duffel Bag ","Tom Schulman",1997,95,"Comedy",3559990,3e+06,5.3,"Average",1363
"Thirteen Conversations About One Thing ","Jill Sprecher",2001,104,"Drama",3287435,4500000,7.1,"Hit",12250
"Jawbreaker ","Darren Stein",1999,87,"Comedy",3071947,3500000,5.4,"Average",9555
"Basquiat ","Julian Schnabel",1996,108,"Drama",2961991,3300000,6.9,"Average",11459
"Tsotsi ","Gavin Hood",2005,94,"Drama",2912363,3e+06,7.3,"Hit",278
"Happiness ","Todd Solondz",1998,134,"Comedy",3e+06,3e+06,7.8,"Hit",36859
"DysFunktional Family ","George Gallo",2003,89,"Comedy",2223990,3e+06,6.6,"Average",539
"Tusk ","Kevin Smith",2014,102,"Comedy",1821983,3e+06,5.4,"Average",43810
"Oldboy ","Chan-wook Park",2003,120,"Drama",2181290,3e+06,8.4,"Hit",852
"Letters to God ","David Nixon",2010,110,"Drama",2848578,3500000,6.3,"Average",1567
"Hobo with a Shotgun ","Jason Eisener",2011,86,"Action",703002,3e+06,6.1,"Average",1249
"Compadres ","Enrique Begne",2016,101,"Action",3105269,3e+06,5,"Average",1335
"Love's Abiding Joy ","Michael Landon Jr.",2006,87,"Drama",252726,3e+06,7.2,"Hit",2715
"Bachelorette ","Leslye Headland",2012,87,"Comedy",418268,3e+06,5.3,"Average",8353
"Tim and Eric's Billion Dollar Movie ","Tim Heidecker",2012,93,"Comedy",200803,3e+06,5.3,"Average",1467
"Summer Storm ","Marco Kreuzpaintner",2004,98,"Comedy",95016,2700000,7.4,"Hit",362
"Fort McCoy ","Kate Connor",2011,100,"Drama",73678,3e+06,5.9,"Average",4374
"Chain Letter ","Deon Taylor",2009,88,"Horror",143000,5e+06,4.1,"Average",1495
"Just Looking ","Jason Alexander",1999,97,"Comedy",39852,3e+06,6.7,"Average",1030
"The Divide ","Xavier Gens",2011,122,"Drama",22000,3e+06,5.8,"Average",4920
"Tanner Hall ","Francesca Gregorini",2009,96,"Drama",5005,3e+06,5.9,"Average",1929
"Central Station ","Walter Salles",1998,113,"Drama",5595428,2900000,8,"Hit",167
"Boynton Beach Club ","Susan Seidelman",2005,105,"Comedy",3123749,1500000,6.5,"Average",1231
"Freakonomics ","Heidi Ewing",2010,93,"Documentary",100675,3e+06,6.4,"Average",2305
"High Tension ","Alexandre Aja",2003,89,"Horror",3645438,2200000,6.8,"Average",923
"Hustle & Flow ","Craig Brewer",2005,116,"Drama",22201636,8e+06,7.4,"Hit",727
"Some Like It Hot ","Billy Wilder",1959,120,"Comedy",2.5e+07,2883848,8.3,"Hit",527
"Friday the 13th Part VII: The New Blood ","John Carl Buechler",1988,88,"Horror",19170001,2800000,5.3,"Average",1855
"The Wizard of Oz ","Victor Fleming",1939,102,"Adventure",22202612,2800000,8.1,"Hit",2509
"Young Frankenstein ","Mel Brooks",1974,106,"Comedy",86300000,2800000,8,"Hit",2703
"Diary of the Dead ","George A. Romero",2007,95,"Horror",952620,2e+06,5.7,"Average",1797
"Ulee's Gold ","Victor Nunez",1997,113,"Drama",9054736,2700000,7.1,"Hit",787
"Blazing Saddles ","Mel Brooks",1974,93,"Comedy",119500000,2600000,7.8,"Hit",4701
"Friday the 13th: The Final Chapter ","Joseph Zito",1984,97,"Horror",32600000,1800000,5.9,"Average",467
"Maurice ","James Ivory",1987,140,"Romance",3130592,2600000,7.8,"Hit",1269
"Beer League ","Frank Sebastiano",2006,86,"Comedy",475000,2800000,6,"Average",2753
"Timecrimes ","Nacho Vigalondo",2007,66,"Sci-Fi",38108,2600000,7.2,"Hit",239
"A Haunted House ","Michael Tiddes",2013,86,"Comedy",40041683,2500000,5.1,"Average",3421
"2016: Obama's America ","Dinesh D'Souza",2012,87,"Documentary",33349949,2500000,5.1,"Average",1111
"That Thing You Do! ","Tom Hanks",1996,149,"Comedy",25809813,2.6e+07,6.9,"Average",28713
"Halloween III: Season of the Witch ","Tommy Lee Wallace",1982,98,"Sci-Fi",14400000,2500000,4.6,"Average",684
"Kevin Hart: Let Me Explain ","Leslie Small",2013,75,"Comedy",32230907,2500000,6.7,"Average",1385
"My Own Private Idaho ","Gus Van Sant",1991,104,"Drama",6401336,2500000,7.1,"Hit",19923
"Garden State ","Zach Braff",2004,102,"Comedy",26781723,2500000,7.6,"Hit",1655
"Before Sunrise ","Richard Linklater",1995,105,"Romance",5400000,2500000,8.1,"Hit",36
"Jesus' Son ","Alison Maclean",1999,107,"Drama",1282084,2500000,7,"Average",2125
"Robot & Frank ","Jake Schreier",2012,89,"Comedy",3325638,2500000,7.1,"Hit",1980
"My Life Without Me ","Isabel Coixet",2003,106,"Romance",395592,2e+06,7.6,"Hit",2972
"The Spectacular Now ","James Ponsoldt",2013,95,"Comedy",6851969,2500000,7.1,"Hit",10040
"Marilyn Hotchkiss' Ballroom Dancing and Charm School ","Randall Miller",1990,34,"Comedy",333658,34000,7.1,"Hit",1967
"Religulous ","Larry Charles",2008,101,"Comedy",12995673,2500000,7.7,"Hit",338
"Fuel ","Joshua Tickell",2008,112,"Documentary",173783,2500000,7.6,"Hit",1252
"Valley of the Heart's Delight ","Tim Boxell",2006,100,"Drama",118666,2500000,6.6,"Average",1064
"Eye of the Dolphin ","Michael D. Sellers",2006,100,"Comedy",71904,2500000,5.7,"Average",1491
"8: The Mormon Proposition ","Reed Cowan",2010,80,"Documentary",99851,2500000,7.1,"Hit",210
"The Other End of the Line ","James Dodson",2008,106,"Comedy",115504,1.4e+07,6.2,"Average",1739
"Anatomy ","Stefan Ruzowitzky",2000,103,"Horror",5725,8400000,6.1,"Average",163
"Sleep Dealer ","Alex Rivera",2008,90,"Romance",75727,2500000,5.9,"Average",862
"Super ","James Gunn",2010,96,"Comedy",322157,2500000,6.8,"Average",4590
"Get on the Bus ","Spike Lee",1996,120,"Drama",5731103,2400000,6.8,"Average",5963
"Thr3e ","Robby Henson",2006,101,"Drama",978908,2400000,5.1,"Average",2306
"This Is England ","Shane Meadows",2006,101,"Drama",327919,1500000,7.7,"Hit",3282
"Go for It! ","Carmen Marron",2011,105,"Drama",178739,2450000,3.9,"Average",1668
"Fantasia ","James Algar",1940,120,"Other",76400000,2280000,7.8,"Hit",16
"Friday the 13th Part III ","Steve Miner",1982,91,"Horror",36200000,4e+06,5.7,"Average",174
"Friday the 13th: A New Beginning ","Danny Steinmann",1985,92,"Horror",21300000,2200000,4.7,"Average",170
"The Last Sin Eater ","Michael Landon Jr.",2007,117,"Drama",379643,2200000,5.9,"Average",2161
"Do You Believe? ","Jon Gunn",2015,120,"Drama",12985267,2300000,5.9,"Average",6752
"The Best Years of Our Lives ","William Wyler",1946,172,"Romance",23650000,2100000,8.1,"Hit",1941
"Elling ","Petter Næss",2001,89,"Comedy",313436,15500000,7.6,"Hit",155
"Mi America ","Robert Fontaine",2015,125,"Drama",3330,2100000,7.2,"Hit",214
"From Russia with Love ","Terence Young",1963,115,"Action",24800000,2e+06,7.5,"Hit",1456
"The Toxic Avenger Part II ","Michael Herz",1989,96,"Action",792966,2300000,5.1,"Average",99
"It Follows ","David Robert Mitchell",2014,100,"Horror",14673301,2e+06,6.9,"Average",1062
"Mad Max 2: The Road Warrior ","George Miller",1981,87,"Action",9003011,2e+06,7.6,"Hit",1396
"The Legend of Drunken Master ","Chia-Liang Liu",1994,102,"Action",11546543,2e+06,7.6,"Hit",768
"Boys Don't Cry ","Kimberly Peirce",1999,118,"Romance",11533945,2e+06,7.6,"Hit",563
"Silent House ","Chris Kentis",2011,86,"Drama",12555230,2e+06,5.3,"Average",218
"The Lives of Others ","Florian Henckel von Donnersmarck",2006,137,"Drama",11284657,2e+06,8.5,"Hit",927
"Courageous ","Alex Kendrick",2011,129,"Drama",34522221,2e+06,7,"Average",2300
"The Triplets of Belleville ","Sylvain Chomet",2003,80,"Comedy",7002255,9500000,7.8,"Hit",29
"Smoke Signals ","Chris Eyre",1998,89,"Comedy",6719300,2e+06,7.2,"Hit",3163
"Before Sunset ","Richard Linklater",2004,80,"Romance",5792822,2700000,8,"Hit",65
"Amores Perros ","Alejandro G. Iñárritu",2000,115,"Drama",5383834,2e+06,8.1,"Hit",318
"Thirteen ","Catherine Hardwicke",2003,100,"Drama",4599680,1500000,6.8,"Average",2186
"Winter's Bone ","Debra Granik",2010,100,"Drama",6531491,2e+06,7.2,"Hit",34446
"Me and You and Everyone We Know ","Miranda July",2005,91,"Comedy",3885134,2e+06,7.4,"Hit",1349
"We Are Your Friends ","Max Joseph",2015,96,"Romance",3590010,2e+06,6.1,"Average",3013
"Harsh Times ","David Ayer",2005,116,"Action",3335839,2e+06,7,"Average",50313
"Captive ","Jerry Jameson",2015,97,"Drama",2557668,2e+06,5.3,"Average",2739
"Full Frontal ","Steven Soderbergh",2002,101,"Comedy",2506446,2e+06,4.7,"Average",11327
"Witchboard ","Kevin Tenney",1986,98,"Horror",7369373,2e+06,5.7,"Average",901
"Shortbus ","John Cameron Mitchell",2006,101,"Comedy",1984378,2e+06,6.5,"Average",226
"Waltz with Bashir ","Ari Folman",2008,90,"Drama",2283276,1500000,8,"Hit",56
"The Book of Mormon Movie, Volume 1: The Journey ","Gary Rogers",2003,120,"Adventure",1098224,2e+06,3.3,"Average",359
"No End in Sight ","Charles Ferguson",2007,102,"Documentary",1430185,2e+06,8.3,"Hit",446
"The Diary of a Teenage Girl ","Marielle Heller",2015,102,"Romance",1477002,2e+06,6.9,"Average",11184
"In the Shadow of the Moon ","David Sington",2007,100,"Documentary",1134049,2e+06,8.1,"Hit",408
"Inside Deep Throat ","Fenton Bailey",2005,89,"Documentary",653621,2e+06,6.8,"Average",1136
"The Virginity Hit ","Huck Botko",2010,86,"Comedy",535249,3400000,4.6,"Average",768
"House of D ","David Duchovny",2004,96,"Comedy",371081,6e+06,7,"Average",51441
"Six-String Samurai ","Lance Mungia",1998,91,"Action",124494,2e+06,6.7,"Average",36
"Saint John of Las Vegas ","Hue Rhodes",2009,85,"Comedy",100669,3800000,5.8,"Average",36885
"Stonewall ","Roland Emmerich",2015,129,"Drama",186354,13500000,4.5,"Average",26176
"The Missing Person ","Noah Buschel",2009,95,"Drama",17580,1500000,6.2,"Average",2749
"London ","Hunter Richards",2005,92,"Romance",12667,14000,6.6,"Average",39518
"Sherrybaby ","Laurie Collyer",2006,96,"Drama",198407,2e+06,6.6,"Average",774
"Gangster's Paradise: Jerusalema ","Ralph Ziman",2008,119,"Action",4958,2e+06,7.8,"Hit",86
"The Lady from Shanghai ","Orson Welles",1947,92,"Drama",7927,2300000,7.7,"Hit",1055
