All data provided by EQUIBASE -  http://www.equibase.com/,,,,,,,,,,
North American Thoroughbred Racing Starters - Trainer - Dirt/All Weather Surfaces,,,,,,,,,,
,,,,,,,,,,
Trainer Name,Starts,Starters,1st,2nd,3rd,Total $,Per Start $,Win %,Top 3 %,Racing Date
"Fernando Ortega, Sr.",2,1,1,1,0,"$1,660 ",$830 ,50%,100%,2016
Brandon Jenkins,10,3,0,0,1,"$1,659 ",$166 ,0%,10%,2016
James V. Adams,7,1,0,0,0,"$1,657 ",$237 ,0%,0%,2016
Dub D. Romero,2,1,0,0,1,"$1,654 ",$827 ,0%,50%,2016
Craig Stein,3,2,1,1,0,"$1,650 ",$550 ,33%,67%,2016
Stuart Belgarde,2,1,1,1,0,"$1,650 ",$825 ,50%,100%,2016
Channis C. Whiteman,1,1,1,0,0,"$1,650 ","$1,650 ",100%,100%,2016
Steve McAdams,1,1,1,0,0,"$1,650 ","$1,650 ",100%,100%,2016
Ronald Moss,6,3,0,0,0,"$1,650 ",$275 ,0%,0%,2016
Thomas M. Mitchell,2,1,0,0,1,"$1,650 ",$825 ,0%,50%,2016
James M. Watkins,8,1,0,0,1,"$1,646 ",$206 ,0%,13%,2016
Cassie Papineau,5,1,0,0,1,"$1,636 ",$327 ,0%,20%,2016
Wes Carter,2,2,0,0,0,"$1,636 ",$818 ,0%,0%,2016
Patricia Lovato,5,1,0,0,0,"$1,632 ",$326 ,0%,0%,2016
Edward Boerjan,4,2,0,0,0,"$1,630 ",$408 ,0%,0%,2016
Robert Whitson,10,2,0,0,1,"$1,607 ",$161 ,0%,10%,2016
J. Ryan Basham,3,1,0,1,0,"$1,598 ",$533 ,0%,33%,2016
"Larry Longie, Jr.",5,2,0,1,2,"$1,596 ",$319 ,0%,60%,2016
Charles E. Frankfort,2,1,0,0,1,"$1,596 ",$798 ,0%,50%,2016
Chase Melancon,3,2,0,0,1,"$1,595 ",$532 ,0%,33%,2016
Luis C. Alvarez,5,2,0,0,0,"$1,594 ",$319 ,0%,0%,2016
David Bird,6,3,0,1,0,"$1,580 ",$263 ,0%,17%,2016
George Trottier,3,2,1,0,1,"$1,576 ",$525 ,33%,67%,2016
Kyle Sharman,3,1,0,0,0,"$1,568 ",$523 ,0%,0%,2016
Tanya Kay Schvaneveldt,4,3,0,0,0,"$1,545 ",$386 ,0%,0%,2016
Andrew C. Brown,5,2,0,0,0,"$1,543 ",$309 ,0%,0%,2016
"Eddie Zundel, Jr.",11,4,0,0,1,"$1,540 ",$140 ,0%,9%,2016
Joseph Talamo,2,1,0,0,1,"$1,540 ",$770 ,0%,50%,2016
Jaime Cruz,4,2,0,0,0,"$1,536 ",$384 ,0%,0%,2016
Ed Walker,1,1,0,0,0,"$1,533 ","$1,533 ",0%,0%,2016
Raul H. Garcia,10,4,0,0,1,"$1,529 ",$153 ,0%,10%,2016
Dorothy Elisabeth Worton,10,7,0,0,0,"$1,527 ",$153 ,0%,0%,2016
Bob MacSorley,3,1,0,2,1,"$1,526 ",$509 ,0%,100%,2016
Steve Mingione,3,1,0,1,0,"$1,517 ",$506 ,0%,33%,2016
Danielle Rosier,2,2,0,0,0,"$1,515 ",$758 ,0%,0%,2016
Daniel Sanderson,21,5,0,0,2,"$1,510 ",$72 ,0%,10%,2016
Gilberto Velez,9,3,0,0,0,"$1,501 ",$167 ,0%,0%,2016
"Silas Shaw, Jr.",1,1,0,1,0,"$1,500 ","$1,500 ",0%,100%,2016
Heidi J. Crane,9,2,0,0,0,"$1,500 ",$167 ,0%,0%,2016
Linda K. Scocca,3,1,0,0,0,"$1,500 ",$500 ,0%,0%,2016
Maureen Ann Maroun,3,2,0,0,0,"$1,500 ",$500 ,0%,0%,2016
Bryan Gotham,9,4,0,0,1,"$1,498 ",$166 ,0%,11%,2016
Chris Coughlin,5,1,0,0,2,"$1,498 ",$300 ,0%,40%,2016
Janet Del Castillo,4,2,0,0,0,"$1,490 ",$373 ,0%,0%,2016
Robert Drummond,7,3,0,0,0,"$1,486 ",$212 ,0%,0%,2016
Jose J. Malpica,16,4,0,0,0,"$1,485 ",$93 ,0%,0%,2016
Alan P. Crago,6,1,0,0,1,"$1,476 ",$246 ,0%,17%,2016
Chon Barrera,6,2,0,0,2,"$1,470 ",$245 ,0%,33%,2016
Joe Hadley,5,1,0,0,3,"$1,470 ",$294 ,0%,60%,2016
Ron J. Haasl,4,2,0,0,2,"$1,470 ",$368 ,0%,50%,2016
Robin Freeman,5,1,0,0,1,"$1,463 ",$293 ,0%,20%,2016
Russell Brown,6,2,0,0,0,"$1,460 ",$243 ,0%,0%,2016
Travis Swan Murphy,5,2,0,0,0,"$1,460 ",$292 ,0%,0%,2016
Eloy G. Navarro,4,3,0,0,0,"$1,457 ",$364 ,0%,0%,2016
James F. Sayler,4,2,0,0,0,"$1,450 ",$363 ,0%,0%,2016
Lester Barbazon III,2,2,0,0,0,"$1,450 ",$725 ,0%,0%,2016
Robert J. Griem,2,1,0,0,1,"$1,445 ",$723 ,0%,50%,2016
Mark Alpers,7,2,0,0,1,"$1,436 ",$205 ,0%,14%,2016
Kevin Swango,5,1,0,0,0,"$1,422 ",$284 ,0%,0%,2016
Buckey A. Stockwell,4,1,0,1,1,"$1,418 ",$355 ,0%,50%,2016
"Ken Williams, Jr.",5,3,0,0,2,"$1,415 ",$283 ,0%,40%,2016
Dewan Godfrey,3,2,0,1,0,"$1,411 ",$470 ,0%,33%,2016
Miguel Angel Medina,4,2,0,1,0,"$1,409 ",$352 ,0%,25%,2016
Mike W. Johnson,9,4,0,0,0,"$1,408 ",$156 ,0%,0%,2016
Michel Muyters,2,1,0,0,1,"$1,405 ",$703 ,0%,50%,2016
Bobby Burkes,5,2,0,0,0,"$1,402 ",$280 ,0%,0%,2016
David Conde,3,1,0,0,0,"$1,400 ",$467 ,0%,0%,2016
Juan C. Sanguino,8,3,0,0,1,"$1,400 ",$175 ,0%,13%,2016
Michael Melendez Alarcon,2,1,0,1,0,"$1,398 ",$699 ,0%,50%,2016
Jose L. Ramirez,4,2,0,0,0,"$1,392 ",$348 ,0%,0%,2016
Larry L. Myers,5,2,0,0,0,"$1,385 ",$277 ,0%,0%,2016
Jon M. Moore,4,2,0,0,0,"$1,368 ",$342 ,0%,0%,2016
Ricardo Alonso Vallejo,7,3,0,0,0,"$1,364 ",$195 ,0%,0%,2016
P. J. Bosco Buttigieg,4,1,0,0,0,"$1,363 ",$341 ,0%,0%,2016
Joseph I. Sandoval,4,1,1,0,1,"$1,360 ",$340 ,25%,50%,2016
Guy Craft,4,1,0,0,1,"$1,357 ",$339 ,0%,25%,2016
"Ron Isbell, Jr.",7,2,0,0,0,"$1,354 ",$193 ,0%,0%,2016
Ronald D. Davis,4,1,0,0,0,"$1,350 ",$338 ,0%,0%,2016
Walter Trahan,22,13,0,0,0,"$1,350 ",$61 ,0%,0%,2016
Kevin J. Zeis,6,1,0,0,1,"$1,349 ",$225 ,0%,17%,2016
Phil Pinedo,2,2,0,2,0,"$1,344 ",$672 ,0%,100%,2016
Thomas M. Lichlyter,1,1,0,1,0,"$1,344 ","$1,344 ",0%,100%,2016
Kenneth R. Summerville,5,2,0,0,1,"$1,342 ",$268 ,0%,20%,2016
Erika Montgomery,1,1,0,1,0,"$1,340 ","$1,340 ",0%,100%,2016
Curtis Walsh,3,1,0,0,0,"$1,320 ",$440 ,0%,0%,2016
Marie Pelton,4,1,0,0,0,"$1,320 ",$330 ,0%,0%,2016
Laura Delorey,3,1,0,0,0,"$1,316 ",$439 ,0%,0%,2016
Kenneth Smith,2,1,0,0,0,"$1,300 ",$650 ,0%,0%,2016
Sammy Velasquez,5,2,0,0,1,"$1,295 ",$259 ,0%,20%,2016
Rebecca Omer,16,3,0,1,0,"$1,294 ",$81 ,0%,6%,2016
"Michael Hallmark, III",5,1,0,0,0,"$1,294 ",$259 ,0%,0%,2016
H. Armando Orozco,5,3,0,0,0,"$1,276 ",$255 ,0%,0%,2016
Bobby L. Crabtree,4,2,0,0,1,"$1,267 ",$317 ,0%,25%,2016
Allen J. Aldrich,4,4,0,1,0,"$1,254 ",$314 ,0%,25%,2016
Robert Acosta,4,1,0,2,1,"$1,250 ",$313 ,0%,75%,2016
David P. Young,4,1,0,0,0,"$1,250 ",$313 ,0%,0%,2016
Joe M. Davis,3,1,0,0,0,"$1,250 ",$417 ,0%,0%,2016
Chuck W. Wiley,1,1,0,0,1,"$1,248 ","$1,248 ",0%,100%,2016
Daniel T. Jones,8,2,0,0,1,"$1,243 ",$155 ,0%,13%,2016
John Clark Garvin,9,4,0,0,0,"$1,240 ",$138 ,0%,0%,2016
Geraldine Rodak,7,1,0,0,0,"$1,233 ",$176 ,0%,0%,2016
Mark D. Goodlet,4,2,0,0,0,"$1,231 ",$308 ,0%,0%,2016
Stephen Cobb,6,2,0,0,0,"$1,218 ",$203 ,0%,0%,2016
Shane Peacock,6,3,0,0,0,"$1,215 ",$203 ,0%,0%,2016
Gilbert L. Buckman,6,1,0,0,1,"$1,202 ",$200 ,0%,17%,2016
Clint Abraham,4,2,0,0,0,"$1,200 ",$300 ,0%,0%,2016
Johnny Redding,8,3,0,0,0,"$1,195 ",$149 ,0%,0%,2016
Maricela Carrasco Arenivas,5,1,0,0,0,"$1,195 ",$239 ,0%,0%,2016
Larry J. Landry,17,6,0,0,0,"$1,185 ",$70 ,0%,0%,2016
Marshall Allen,5,1,0,0,0,"$1,180 ",$236 ,0%,0%,2016
Dale V. Ray,6,2,0,0,1,"$1,177 ",$196 ,0%,17%,2016
Tom Kenway,3,2,0,0,0,"$1,174 ",$391 ,0%,0%,2016
Georgia D. Andreadakis,5,2,0,0,0,"$1,170 ",$234 ,0%,0%,2016
Jose C. Espinoza,8,5,0,0,0,"$1,168 ",$146 ,0%,0%,2016
Mac L. Hansen,4,1,0,1,1,"$1,160 ",$290 ,0%,50%,2016
George G. Yetsook,4,3,0,0,0,"$1,160 ",$290 ,0%,0%,2016
Jeff C. Yon,5,2,0,0,1,"$1,160 ",$232 ,0%,20%,2016
Domingo Diaz,2,2,0,1,0,"$1,150 ",$575 ,0%,50%,2016
Rafael L. Marquez,3,2,0,1,0,"$1,150 ",$383 ,0%,33%,2016
Desmond Fogarty,3,2,0,0,0,"$1,150 ",$383 ,0%,0%,2016
Faith A. Leatherman,3,2,0,0,0,"$1,150 ",$383 ,0%,0%,2016
John L. Geyer,7,3,0,0,0,"$1,150 ",$164 ,0%,0%,2016
Timothy Ervin,6,3,0,0,0,"$1,150 ",$192 ,0%,0%,2016
Troy Clausen,7,4,0,0,1,"$1,149 ",$164 ,0%,14%,2016
Arlene Flegel,4,1,0,1,1,"$1,143 ",$286 ,0%,50%,2016
Jay Nehf,1,1,0,0,0,"$1,140 ","$1,140 ",0%,0%,2016
Kevin Nichol,2,2,0,0,0,"$1,140 ",$570 ,0%,0%,2016
Rodney Hebert,9,3,0,0,0,"$1,140 ",$127 ,0%,0%,2016
Jose Almedina,6,2,0,0,0,"$1,130 ",$188 ,0%,0%,2016
Stephen R. Lister,3,1,0,0,0,"$1,130 ",$377 ,0%,0%,2016
Saby B. Gurule,3,3,0,0,1,"$1,129 ",$376 ,0%,33%,2016
Lloyd N. Simmons,1,1,0,0,0,"$1,128 ","$1,128 ",0%,0%,2016
Alex Sywak,5,4,0,0,0,"$1,125 ",$225 ,0%,0%,2016
Larry L. Dragoo,6,2,0,0,1,"$1,120 ",$187 ,0%,17%,2016
Gale Three Irons,5,1,0,0,0,"$1,114 ",$223 ,0%,0%,2016
Walter L. Edwards,5,2,0,0,0,"$1,110 ",$222 ,0%,0%,2016
Luis A. Colon,1,1,0,1,0,"$1,105 ","$1,105 ",0%,100%,2016
Jimmy Hager,4,1,0,0,1,"$1,098 ",$275 ,0%,25%,2016
Jim M. Roberts,8,1,0,0,0,"$1,097 ",$137 ,0%,0%,2016
Richard W. Osborn,6,4,0,0,0,"$1,093 ",$182 ,0%,0%,2016
Julie Calvert,5,3,0,0,0,"$1,092 ",$218 ,0%,0%,2016
Michael V. Cohen,5,2,0,0,0,"$1,091 ",$218 ,0%,0%,2016
Jonathan S. Stodghill,11,3,0,0,0,"$1,081 ",$98 ,0%,0%,2016
John Mark Miller,1,1,0,1,0,"$1,080 ","$1,080 ",0%,100%,2016
Brian A. Cleary,5,2,0,0,0,"$1,080 ",$216 ,0%,0%,2016
Judith Z. DiNatale,2,1,0,0,0,"$1,080 ",$540 ,0%,0%,2016
Wendy Kinnamon,1,1,0,0,0,"$1,080 ","$1,080 ",0%,0%,2016
Salvador G. Flores,7,3,0,0,0,"$1,076 ",$154 ,0%,0%,2016
Lee R. Borgemenke,12,4,0,0,0,"$1,072 ",$89 ,0%,0%,2016
Simon Hobson,7,3,0,0,0,"$1,072 ",$153 ,0%,0%,2016
Amanda E. Barton,5,2,0,0,0,"$1,068 ",$214 ,0%,0%,2016
Jeffrey D. Jackson,8,1,0,0,0,"$1,067 ",$133 ,0%,0%,2016
Alvaro Monteverde,4,1,0,1,0,"$1,061 ",$265 ,0%,25%,2016
Lori Udall,7,2,0,0,0,"$1,060 ",$151 ,0%,0%,2016
Padarath Lutchman,7,4,0,0,0,"$1,060 ",$151 ,0%,0%,2016
Sam Parro,5,1,0,0,0,"$1,056 ",$211 ,0%,0%,2016
Callan Lejeune,12,5,0,0,0,"$1,050 ",$88 ,0%,0%,2016
Carolyn Bradford,4,1,0,0,0,"$1,050 ",$263 ,0%,0%,2016
Dolphin Black,2,2,0,0,0,"$1,050 ",$525 ,0%,0%,2016
Malvin D. Roman,4,1,0,0,0,"$1,050 ",$263 ,0%,0%,2016
"Lynn J. Romero, Sr.",12,3,0,0,1,"$1,045 ",$87 ,0%,8%,2016
John Horrigan,6,2,0,0,0,"$1,033 ",$172 ,0%,0%,2016
Regina R. Maier,3,1,0,1,0,"$1,030 ",$343 ,0%,33%,2016
Kelly Peach,4,2,0,1,0,"$1,029 ",$257 ,0%,25%,2016
Benito Guillen Vega,2,1,1,0,0,"$1,024 ",$512 ,50%,50%,2016
Clark Compher,14,7,0,0,0,"$1,023 ",$73 ,0%,0%,2016
Amalio R. Trejo,9,3,0,0,0,"$1,021 ",$113 ,0%,0%,2016
Merritt Dokey,1,1,0,1,0,"$1,020 ","$1,020 ",0%,100%,2016
Tim F. Reiste,8,2,0,0,0,"$1,018 ",$127 ,0%,0%,2016
Wes E. Granger,4,1,0,0,1,"$1,015 ",$254 ,0%,25%,2016
Yvon Belsoeur,2,1,0,0,0,"$1,015 ",$508 ,0%,0%,2016
Sondra Gabriel,4,2,0,1,1,"$1,014 ",$254 ,0%,50%,2016
Glynn Winn,3,1,0,0,0,"$1,012 ",$337 ,0%,0%,2016
Ronald F. Carter,2,1,0,0,1,"$1,004 ",$502 ,0%,50%,2016
Jonathan Boxie,2,1,0,1,0,"$1,000 ",$500 ,0%,50%,2016
Jamie Comber,5,1,0,0,0,"$1,000 ",$200 ,0%,0%,2016
John L. Nassi,1,1,0,0,0,"$1,000 ","$1,000 ",0%,0%,2016
Nestor Cascallares,2,2,0,0,0,"$1,000 ",$500 ,0%,0%,2016
Priscilla B. Nichols,2,1,0,0,0,"$1,000 ",$500 ,0%,0%,2016
Raul A. Garrido,7,5,0,0,0,$990 ,$141 ,0%,0%,2016
Roopishwar Rampadarat,4,1,0,0,0,$985 ,$246 ,0%,0%,2016
Don L. Bryant,3,1,0,0,0,$980 ,$327 ,0%,0%,2016
Amber R. Leland,5,1,0,1,2,$974 ,$195 ,0%,60%,2016
Luke Carnegie,2,1,0,0,0,$972 ,$486 ,0%,0%,2016
"Javier Roman, Jr.",2,1,0,0,1,$971 ,$486 ,0%,50%,2016
Michael Love,3,1,0,0,0,$970 ,$323 ,0%,0%,2016
John L. Garroutte,1,1,0,0,1,$967 ,$967 ,0%,100%,2016
Frank Broce,2,1,0,0,1,$965 ,$483 ,0%,50%,2016
Denny R. Halcomb,4,1,0,0,1,$964 ,$241 ,0%,25%,2016
Leah Cangemi,1,1,0,0,0,$960 ,$960 ,0%,0%,2016
Joseph Hennessy,4,4,0,0,0,$953 ,$238 ,0%,0%,2016
Ralph Canales,6,1,0,0,0,$952 ,$159 ,0%,0%,2016
Morris F. Parker,2,1,0,0,0,$950 ,$475 ,0%,0%,2016
"Ramon Alvarez, Jr.",1,1,0,0,1,$950 ,$950 ,0%,100%,2016
Blair Kidd,6,2,0,0,0,$942 ,$157 ,0%,0%,2016
Sheryl Schuette,10,2,0,0,0,$941 ,$94 ,0%,0%,2016
Larry G. Turner,1,1,0,0,1,$940 ,$940 ,0%,100%,2016
Guadalupe Castro,1,1,0,0,1,$939 ,$939 ,0%,100%,2016
Howard Jesse,3,1,0,0,2,$934 ,$311 ,0%,67%,2016
Edwin Sirin,2,2,0,0,0,$930 ,$465 ,0%,0%,2016
Toby Keeton,2,1,0,0,1,$930 ,$465 ,0%,50%,2016
Cleveland A. Gordon,3,2,0,0,0,$923 ,$308 ,0%,0%,2016
Pat Murphy,5,2,0,0,0,$923 ,$185 ,0%,0%,2016
William John Ferzacca,2,2,0,0,0,$920 ,$460 ,0%,0%,2016
Zvi Kriple,3,3,0,0,0,$915 ,$305 ,0%,0%,2016
Joseph Pantaleo,2,1,0,0,0,$914 ,$457 ,0%,0%,2016
Chad Desjarlais,5,1,0,1,1,$913 ,$183 ,0%,40%,2016
Owen M. Stites,3,1,0,0,0,$912 ,$304 ,0%,0%,2016
Barry E. Oliver,6,1,0,0,0,$908 ,$151 ,0%,0%,2016
Diego Echavarry,7,1,0,0,0,$907 ,$130 ,0%,0%,2016
John W. Thomas,6,2,0,0,0,$906 ,$151 ,0%,0%,2016
Chris D. Mitchell,1,1,0,1,0,$900 ,$900 ,0%,100%,2016
Alexander Rodriguez,1,1,0,0,0,$900 ,$900 ,0%,0%,2016
Gary Eickerman,4,3,0,0,0,$900 ,$225 ,0%,0%,2016
Mason Davenport,4,3,0,0,0,$900 ,$225 ,0%,0%,2016
Suzanne Higgins,6,1,0,0,0,$900 ,$150 ,0%,0%,2016
Lori Sinclair,4,2,0,1,0,$895 ,$224 ,0%,25%,2016
Cassandra Jones,5,2,0,0,0,$891 ,$178 ,0%,0%,2016
Susan Hoyle,1,1,0,1,0,$890 ,$890 ,0%,100%,2016
Francisco Valdez,7,2,0,0,0,$889 ,$127 ,0%,0%,2016
Michael L. Leaf,4,2,0,0,0,$884 ,$221 ,0%,0%,2016
Larry Ramnarine,2,1,0,0,1,$882 ,$441 ,0%,50%,2016
Angel L. Lopez,2,2,0,0,0,$880 ,$440 ,0%,0%,2016
Dalton Dieter,2,2,0,0,1,$880 ,$440 ,0%,50%,2016
Richard Baum,3,1,0,0,0,$880 ,$293 ,0%,0%,2016
Tim Holdaway,8,2,0,0,0,$875 ,$109 ,0%,0%,2016
Steven Nicholson,3,1,0,0,0,$872 ,$291 ,0%,0%,2016
"Ernest Rogers, Jr.",1,1,0,0,0,$870 ,$870 ,0%,0%,2016
Kristen Lee O'Quinn,6,4,0,0,0,$860 ,$143 ,0%,0%,2016
Timothy J. Fahy,6,2,0,0,0,$855 ,$143 ,0%,0%,2016
Arthur Silvera,4,3,0,0,0,$853 ,$213 ,0%,0%,2016
Mark D. Kane,5,1,0,0,0,$853 ,$171 ,0%,0%,2016
Melissa Brooker,3,1,0,0,0,$849 ,$283 ,0%,0%,2016
Eric N. Berry,9,3,0,0,0,$845 ,$94 ,0%,0%,2016
Fred Clarkston,3,2,0,1,1,$840 ,$280 ,0%,67%,2016
Danielle Hodsdon,1,1,0,0,0,$840 ,$840 ,0%,0%,2016
Merritt Pride,3,1,0,0,0,$840 ,$280 ,0%,0%,2016
William A. McIntosh,2,2,0,0,0,$840 ,$420 ,0%,0%,2016
Terrance Birdrattler,2,1,0,0,2,$838 ,$419 ,0%,100%,2016
Robert D. Sanderson,5,2,0,0,0,$832 ,$166 ,0%,0%,2016
Lenore Dubois,5,1,0,0,1,$828 ,$166 ,0%,20%,2016
James Cook,5,1,0,0,1,$822 ,$164 ,0%,20%,2016
Stephen R. Wilson,3,2,0,0,0,$821 ,$274 ,0%,0%,2016
Robert Goodhew,2,1,0,0,0,$820 ,$410 ,0%,0%,2016
Valerie Statler,4,2,0,0,0,$820 ,$205 ,0%,0%,2016
Lester M. Rao,6,2,0,0,0,$813 ,$136 ,0%,0%,2016
Michael J. Shevy,5,3,0,0,0,$812 ,$162 ,0%,0%,2016
Jesse Villegas,4,2,0,1,0,$810 ,$203 ,0%,25%,2016
Joseph E. Gilpin,3,1,0,0,0,$810 ,$270 ,0%,0%,2016
Bernard P. McDonnell,5,2,0,0,0,$807 ,$161 ,0%,0%,2016
Larry G. Huffman,4,1,0,0,0,$802 ,$201 ,0%,0%,2016
Angelo G. Jackson,4,3,0,0,0,$800 ,$200 ,0%,0%,2016
Anthony C. Cerroni,3,1,0,0,0,$800 ,$267 ,0%,0%,2016
Danny E. Martinez,2,2,0,0,1,$800 ,$400 ,0%,50%,2016
Jose de Jesus Gonzalez,4,2,0,0,0,$800 ,$200 ,0%,0%,2016
Monty Arrossa,2,1,0,0,0,$800 ,$400 ,0%,0%,2016
"William Yates Jones, Jr.",4,2,0,0,0,$800 ,$200 ,0%,0%,2016
Charles E. Deacon,7,1,0,0,0,$799 ,$114 ,0%,0%,2016
Chad Maturin,7,3,0,0,0,$795 ,$114 ,0%,0%,2016
Edward Maher,5,2,0,0,0,$790 ,$158 ,0%,0%,2016
Herman L. Fires,3,1,0,0,0,$785 ,$262 ,0%,0%,2016
Kevin C. Coughlin,5,2,0,0,1,$780 ,$156 ,0%,20%,2016
Mark Whitton,1,1,0,0,0,$780 ,$780 ,0%,0%,2016
Teddy R. Price,7,2,0,0,0,$779 ,$111 ,0%,0%,2016
Darrin M. H. Williams,7,4,0,0,0,$769 ,$110 ,0%,0%,2016
James M. Gulick,6,6,0,0,0,$769 ,$128 ,0%,0%,2016
Stephen Thomas Mitchell,6,1,0,0,0,$769 ,$128 ,0%,0%,2016
Gary K. Walker,2,2,0,0,1,$765 ,$383 ,0%,50%,2016
Emile J. Corbel,2,2,0,0,1,$761 ,$381 ,0%,50%,2016
Arthur B Magnuson,4,1,0,0,0,$760 ,$190 ,0%,0%,2016
Jerrold E. Weaver,2,2,0,0,0,$760 ,$380 ,0%,0%,2016
Amy Babenco,4,1,0,0,0,$759 ,$190 ,0%,0%,2016
Cindy Marie Applegate,3,2,0,0,0,$758 ,$253 ,0%,0%,2016
Fernanda Ruiz,3,1,0,0,0,$758 ,$253 ,0%,0%,2016
Robert McCracken,6,2,0,0,0,$757 ,$126 ,0%,0%,2016
"Donald D. Davidson, Jr.",4,2,0,0,1,$755 ,$189 ,0%,25%,2016
Richard C. Day,1,1,0,0,0,$750 ,$750 ,0%,0%,2016
Robert E. Drewes,13,6,0,0,0,$749 ,$58 ,0%,0%,2016
Brian Decker,3,1,0,0,1,$748 ,$249 ,0%,33%,2016
Lauren Steen,6,2,0,0,0,$741 ,$124 ,0%,0%,2016
Coe Patton,10,5,0,0,0,$734 ,$73 ,0%,0%,2016
Ron Ean Taylor,3,2,0,0,0,$730 ,$243 ,0%,0%,2016
Roy V. Ronquillo,3,3,0,1,0,$727 ,$242 ,0%,33%,2016
Christine Ammann,2,1,0,0,0,$727 ,$364 ,0%,0%,2016
Charles R. Bell,2,2,0,0,0,$725 ,$363 ,0%,0%,2016
David Shorts,3,1,0,0,0,$720 ,$240 ,0%,0%,2016
Michael Dominique,1,1,0,0,0,$720 ,$720 ,0%,0%,2016
Nancy S. Knott,1,1,0,0,0,$720 ,$720 ,0%,0%,2016
Paul R. Meyers,1,1,0,0,1,$720 ,$720 ,0%,100%,2016
Leonard Schiesel,3,2,0,0,0,$707 ,$236 ,0%,0%,2016
Judd Hayes,4,2,0,0,0,$705 ,$176 ,0%,0%,2016
Chris Zamora,7,3,0,0,0,$704 ,$101 ,0%,0%,2016
Darul Frederick,7,3,0,0,0,$701 ,$100 ,0%,0%,2016
Joseph X. Short,2,1,0,0,0,$700 ,$350 ,0%,0%,2016
Kenneth Westlye,2,2,0,0,0,$700 ,$350 ,0%,0%,2016
"Dean Martin, Jr.",4,1,0,0,1,$699 ,$175 ,0%,25%,2016
Jehu Lewis,2,2,0,0,1,$696 ,$348 ,0%,50%,2016
William C. Chaudoin,6,1,0,0,0,$695 ,$116 ,0%,0%,2016
Ladonna Janey,5,2,0,0,0,$694 ,$139 ,0%,0%,2016
Arizona Miller,3,1,0,0,0,$693 ,$231 ,0%,0%,2016
Bob Glasgow,5,4,0,0,0,$691 ,$138 ,0%,0%,2016
Michael Rowe,5,2,0,1,0,$690 ,$138 ,0%,20%,2016
Cheryl Lankford,2,1,0,0,0,$690 ,$345 ,0%,0%,2016
Edward J Watkins,7,4,0,0,0,$689 ,$98 ,0%,0%,2016
Nestor M. Capitaine,2,1,0,0,0,$685 ,$343 ,0%,0%,2016
Dennis Penner,5,2,0,0,2,$682 ,$136 ,0%,40%,2016
Jacob Renteria,7,1,0,0,0,$680 ,$97 ,0%,0%,2016
Marco A. Flores,4,2,0,0,0,$679 ,$170 ,0%,0%,2016
"Robert M. Gorham, Jr.",1,1,0,0,0,$675 ,$675 ,0%,0%,2016
Thomas N. Valenzuela,3,2,0,0,0,$675 ,$225 ,0%,0%,2016
"D. Michael Smithwick, Jr.",2,2,0,0,0,$669 ,$335 ,0%,0%,2016
Terry Vaughn,4,2,0,0,0,$665 ,$166 ,0%,0%,2016
Donna B. Lockard,3,1,0,0,0,$660 ,$220 ,0%,0%,2016
Roberto R. Garza,4,4,0,0,0,$660 ,$165 ,0%,0%,2016
Elizabeth Rogers-Barrera,3,2,0,0,0,$652 ,$217 ,0%,0%,2016
Billy Lankford,4,1,0,0,0,$644 ,$161 ,0%,0%,2016
Cathy Rountree,4,3,0,0,0,$640 ,$160 ,0%,0%,2016
Emanuel McNeil,3,2,0,0,0,$640 ,$213 ,0%,0%,2016
Gary C. Yates,5,4,0,0,0,$638 ,$128 ,0%,0%,2016
Jose Leon Ramirez,3,3,0,0,0,$635 ,$212 ,0%,0%,2016
Anthony C. Chavez,5,3,0,0,0,$625 ,$125 ,0%,0%,2016
Christopher Davis,2,2,0,0,0,$620 ,$310 ,0%,0%,2016
William E. Deaton,4,3,0,0,0,$620 ,$155 ,0%,0%,2016
Jim Fox,3,1,0,0,1,$618 ,$206 ,0%,33%,2016
Mario Fernandez,2,2,0,0,0,$618 ,$309 ,0%,0%,2016
Kai Wing Hau,2,2,0,0,0,$616 ,$308 ,0%,0%,2016
David L. Neilson,3,2,0,0,0,$615 ,$205 ,0%,0%,2016
Albert Schembri,2,1,0,0,0,$610 ,$305 ,0%,0%,2016
Dixie L. Hayes,3,1,0,0,0,$607 ,$202 ,0%,0%,2016
James B. Martin,2,1,0,0,1,$605 ,$303 ,0%,50%,2016
Wayne Houston,4,4,0,0,0,$605 ,$151 ,0%,0%,2016
Emily Walker,2,1,0,0,0,$603 ,$302 ,0%,0%,2016
Darren Nieswaag,1,1,0,0,0,$600 ,$600 ,0%,0%,2016
Michelle S. Sharp,1,1,0,0,0,$600 ,$600 ,0%,0%,2016
William Younghans,1,1,0,0,0,$600 ,$600 ,0%,0%,2016
Jennifer Johnston,3,3,0,0,0,$596 ,$199 ,0%,0%,2016
Floyd Patterson,4,1,0,0,0,$595 ,$149 ,0%,0%,2016
Ronald A. Cummings,1,1,0,0,1,$585 ,$585 ,0%,100%,2016
Joan Milne,2,1,0,0,0,$579 ,$290 ,0%,0%,2016
Tracy Lebret,3,1,0,1,1,$578 ,$193 ,0%,67%,2016
Jackie Weimer,5,1,0,0,0,$578 ,$116 ,0%,0%,2016
James B. Jackson,6,2,0,0,0,$575 ,$96 ,0%,0%,2016
Pedro Menendez,3,2,0,0,1,$575 ,$192 ,0%,33%,2016
