All data provided by EQUIBASE -  http://www.equibase.com/,,,,,,,,,,
North American Thoroughbred Racing Starters - Trainer - Dirt/All Weather Surfaces,,,,,,,,,,
,,,,,,,,,,
Trainer Name,Starts,Starters,1st,2nd,3rd,Total $,Per Start $,Win %,Top 3 %,Racing Date
Kenneth E. McReynolds,2,1,0,2,0,"$1,260 ",$630 ,0%,100%,2017
"Lynn J. Romero, Sr.",11,3,0,0,0,"$1,260 ",$115 ,0%,0%,2017
Michael Fennessy,8,6,0,0,0,"$1,255 ",$157 ,0%,0%,2017
Israel Borges,4,1,0,0,1,"$1,254 ",$314 ,0%,25%,2017
Rafael Gonzalez,2,1,0,0,0,"$1,236 ",$618 ,0%,0%,2017
Darcy Ralph,8,2,0,0,1,"$1,233 ",$154 ,0%,13%,2017
Juan Figueroa,8,3,0,1,1,"$1,231 ",$154 ,0%,25%,2017
Miguel A Pena,4,2,0,0,1,"$1,230 ",$308 ,0%,25%,2017
Dale D. Crooked Arm,2,1,0,1,1,"$1,228 ",$614 ,0%,100%,2017
Gerald R. Baumer,13,6,0,0,1,"$1,228 ",$94 ,0%,8%,2017
Elizabeth Cortez,1,1,0,0,0,"$1,220 ","$1,220 ",0%,0%,2017
Linda Horton,7,1,0,0,0,"$1,219 ",$174 ,0%,0%,2017
Alan May,4,1,0,0,0,"$1,213 ",$303 ,0%,0%,2017
Jessica Hadley,4,1,0,1,1,"$1,208 ",$302 ,0%,50%,2017
Danielle Hodsdon,3,3,0,0,0,"$1,205 ",$402 ,0%,0%,2017
Elena Andrade,3,2,0,0,0,"$1,200 ",$400 ,0%,0%,2017
Ellen G. Horner,3,1,0,0,0,"$1,200 ",$400 ,0%,0%,2017
Una Marie Fry,7,3,0,0,0,"$1,193 ",$170 ,0%,0%,2017
Stephen Cobb,4,1,0,0,1,"$1,192 ",$298 ,0%,25%,2017
Bobby Burkes,9,3,0,0,0,"$1,191 ",$132 ,0%,0%,2017
Robert A. Fisher,10,1,0,0,0,"$1,191 ",$119 ,0%,0%,2017
Annette Ellis,3,2,0,0,1,"$1,190 ",$397 ,0%,33%,2017
Mario Maver,5,2,0,0,0,"$1,190 ",$238 ,0%,0%,2017
Nichole Luce,3,1,0,0,0,"$1,190 ",$397 ,0%,0%,2017
Michael Chabara,1,1,0,0,1,"$1,186 ","$1,186 ",0%,100%,2017
Eli A. Gonzalez,4,1,0,0,0,"$1,183 ",$296 ,0%,0%,2017
Abby Larimer,1,1,0,1,0,"$1,180 ","$1,180 ",0%,100%,2017
Carlo Fuoco,4,2,0,0,0,"$1,179 ",$295 ,0%,0%,2017
Kevin P. Mertens,10,2,0,0,0,"$1,175 ",$118 ,0%,0%,2017
Crystal Carmen,4,1,0,0,0,"$1,173 ",$293 ,0%,0%,2017
Gino Socciarelli,4,3,0,0,0,"$1,170 ",$293 ,0%,0%,2017
Jacobo Mejia,4,2,0,0,1,"$1,166 ",$292 ,0%,25%,2017
Martha Higgins,2,1,1,1,0,"$1,165 ",$583 ,50%,100%,2017
Roger W. Griffin,4,2,0,0,0,"$1,165 ",$291 ,0%,0%,2017
Peter A. Hladky,3,3,0,0,0,"$1,164 ",$388 ,0%,0%,2017
Isaac Martinez,2,1,0,0,1,"$1,160 ",$580 ,0%,50%,2017
Aaron Kerry,8,3,0,0,0,"$1,155 ",$144 ,0%,0%,2017
Kristin Close,4,2,0,0,1,"$1,155 ",$289 ,0%,25%,2017
David P. Young,3,2,0,0,0,"$1,145 ",$382 ,0%,0%,2017
Cindy MacSorley,10,2,0,0,1,"$1,136 ",$114 ,0%,10%,2017
John Rankin,3,1,0,0,1,"$1,136 ",$379 ,0%,33%,2017
Juanita Bennett,2,1,0,0,0,"$1,135 ",$568 ,0%,0%,2017
Mike Bugeaud,3,2,0,0,3,"$1,134 ",$378 ,0%,100%,2017
William E. Wright,1,1,0,0,1,"$1,133 ","$1,133 ",0%,100%,2017
Paul A. Snatchko,12,3,0,0,0,"$1,129 ",$94 ,0%,0%,2017
"George Oliver, Jr.",3,2,0,0,1,"$1,127 ",$376 ,0%,33%,2017
Norm Bowden,3,1,0,1,0,"$1,124 ",$375 ,0%,33%,2017
Evan B. Morgan,10,3,0,0,0,"$1,122 ",$112 ,0%,0%,2017
Edison Baez,7,5,0,0,0,"$1,118 ",$160 ,0%,0%,2017
Gregory Korponic,2,1,0,0,0,"$1,105 ",$553 ,0%,0%,2017
Gary L. Luke,10,3,0,0,0,"$1,102 ",$110 ,0%,0%,2017
Cecil D. Dickinson,6,2,0,0,0,"$1,100 ",$183 ,0%,0%,2017
Ramondo P. Ramos,12,3,0,0,1,"$1,100 ",$92 ,0%,8%,2017
C. Dale Ledgess,5,3,0,0,0,"$1,098 ",$220 ,0%,0%,2017
Gilberto Velez,5,1,0,0,0,"$1,098 ",$220 ,0%,0%,2017
Clifford Tuomisto,8,4,0,0,0,"$1,096 ",$137 ,0%,0%,2017
Fred Rawson,8,3,0,0,0,"$1,096 ",$137 ,0%,0%,2017
"Norman C. Magrell, Jr.",3,1,0,0,1,"$1,095 ",$365 ,0%,33%,2017
Bob Glasgow,8,5,0,0,0,"$1,090 ",$136 ,0%,0%,2017
Sergio Ibarra,5,1,0,0,0,"$1,089 ",$218 ,0%,0%,2017
Charles Meiners,2,1,0,0,0,"$1,080 ",$540 ,0%,0%,2017
Joseph Durigon,5,1,0,0,1,"$1,078 ",$216 ,0%,20%,2017
Juan Miguel Arriagada Plaza,1,1,0,0,1,"$1,070 ","$1,070 ",0%,100%,2017
John Brasseaux,2,1,0,0,0,"$1,067 ",$534 ,0%,0%,2017
Gene LaCroix,3,2,0,0,0,"$1,062 ",$354 ,0%,0%,2017
Michael A. Pearson,5,3,0,0,0,"$1,055 ",$211 ,0%,0%,2017
Findley G. Bishop,3,2,0,0,0,"$1,050 ",$350 ,0%,0%,2017
Lisa Copeland,3,1,0,0,0,"$1,050 ",$350 ,0%,0%,2017
Deborah Hernandez,13,4,0,0,0,"$1,042 ",$80 ,0%,0%,2017
Harold Garcia,4,2,0,0,0,"$1,039 ",$260 ,0%,0%,2017
Caesar F. Dominguez,3,2,0,0,0,"$1,035 ",$345 ,0%,0%,2017
Darryl Rader,3,3,0,0,0,"$1,035 ",$345 ,0%,0%,2017
Jay Nehf,3,1,0,0,0,"$1,035 ",$345 ,0%,0%,2017
John L. Cooper,2,1,0,0,0,"$1,030 ",$515 ,0%,0%,2017
Kasey Willis,2,1,0,0,1,"$1,026 ",$513 ,0%,50%,2017
David James,2,2,0,0,0,"$1,024 ",$512 ,0%,0%,2017
Jarvis Vincent,10,5,0,0,0,"$1,020 ",$102 ,0%,0%,2017
John Sgavicchio,1,1,0,0,0,"$1,020 ","$1,020 ",0%,0%,2017
Virginia Peters,4,3,0,0,0,"$1,015 ",$254 ,0%,0%,2017
William G. McMahon,4,2,0,0,0,"$1,011 ",$253 ,0%,0%,2017
Jesus Cuanda,1,1,0,0,1,"$1,010 ","$1,010 ",0%,100%,2017
Charles A. Ciaio,1,1,0,0,0,"$1,000 ","$1,000 ",0%,0%,2017
Edgar A. Estevez,1,1,0,0,0,"$1,000 ","$1,000 ",0%,0%,2017
Timothy J. Fahy,5,3,0,0,0,$997 ,$199 ,0%,0%,2017
Virgil Marchand,9,6,0,2,1,$992 ,$110 ,0%,33%,2017
Nick Winters,8,3,0,0,0,$988 ,$124 ,0%,0%,2017
Alvin Cross Child,4,2,0,0,1,$987 ,$247 ,0%,25%,2017
Don Wheeler,4,2,0,0,1,$986 ,$247 ,0%,25%,2017
"Larry Gourneau, Jr.",3,1,0,0,2,$986 ,$329 ,0%,67%,2017
Raymond Livingston,5,3,0,0,2,$986 ,$197 ,0%,40%,2017
Paul E. Bachmann,6,1,0,0,0,$976 ,$163 ,0%,0%,2017
Noran Calfrobe,3,1,0,1,0,$965 ,$322 ,0%,33%,2017
Rebecca L. Proux,7,2,0,0,1,$962 ,$137 ,0%,14%,2017
Carl Rafter,3,2,0,0,0,$960 ,$320 ,0%,0%,2017
Barry L. King,5,2,0,0,0,$959 ,$192 ,0%,0%,2017
Nathan Russell,13,6,0,0,0,$959 ,$74 ,0%,0%,2017
Rene Faragoza,6,2,0,0,0,$956 ,$159 ,0%,0%,2017
Thomas W. Hunsinger,4,1,0,0,0,$955 ,$239 ,0%,0%,2017
Kyle Sharman,2,1,0,0,0,$945 ,$473 ,0%,0%,2017
Anne Cameron,3,1,0,0,0,$941 ,$314 ,0%,0%,2017
Norman S. Davies,4,1,0,0,0,$937 ,$234 ,0%,0%,2017
Jose De La Paz,6,3,0,1,0,$932 ,$155 ,0%,17%,2017
"Robert Leland, Jr.",4,2,0,1,1,$930 ,$233 ,0%,50%,2017
John Anthony Leblanc,9,2,0,0,0,$930 ,$103 ,0%,0%,2017
Michael Wells,1,1,0,0,0,$930 ,$930 ,0%,0%,2017
Lascelles Wisdom,4,2,0,0,0,$927 ,$232 ,0%,0%,2017
Ralph Buchholz,5,1,0,0,0,$926 ,$185 ,0%,0%,2017
Richard Budge,1,1,0,0,0,$925 ,$925 ,0%,0%,2017
Roger Hasmatali,3,1,0,0,0,$924 ,$308 ,0%,0%,2017
Pilar A. Deleon,3,1,0,0,0,$915 ,$305 ,0%,0%,2017
Robin Cook,6,1,0,0,2,$893 ,$149 ,0%,33%,2017
Brian A. Cleary,6,2,0,0,0,$890 ,$148 ,0%,0%,2017
Judy Woodbury,4,1,0,0,1,$880 ,$220 ,0%,25%,2017
Jeffrey W. Smith,4,2,0,0,0,$876 ,$219 ,0%,0%,2017
Randy Rutherford,4,1,0,0,0,$874 ,$219 ,0%,0%,2017
Adalberto Correa,3,2,0,0,0,$860 ,$287 ,0%,0%,2017
Josue Alamo,1,1,0,0,1,$860 ,$860 ,0%,100%,2017
Diane L. King,5,1,0,0,0,$858 ,$172 ,0%,0%,2017
George A. Wynn,1,1,0,0,0,$855 ,$855 ,0%,0%,2017
John Horrigan,7,2,0,0,0,$854 ,$122 ,0%,0%,2017
John A. Hasch,4,1,0,0,1,$850 ,$213 ,0%,25%,2017
Gobel Ratliff,9,3,0,0,0,$847 ,$94 ,0%,0%,2017
Robert Drake,3,2,0,0,0,$835 ,$278 ,0%,0%,2017
David Bird,5,3,0,0,0,$832 ,$166 ,0%,0%,2017
"Don H. Ford, Jr.",3,3,0,0,1,$827 ,$276 ,0%,33%,2017
Casey Nissen,1,1,1,0,0,$825 ,$825 ,100%,100%,2017
Jessie W. Cowan,6,3,0,0,0,$824 ,$137 ,0%,0%,2017
David S. Caughell,11,2,0,0,0,$820 ,$75 ,0%,0%,2017
Shawn Calfrobe,5,3,0,0,1,$818 ,$164 ,0%,20%,2017
Calvin E. Bagby,4,1,0,0,0,$815 ,$204 ,0%,0%,2017
Anthony C. Chavez,10,6,0,0,0,$801 ,$80 ,0%,0%,2017
Larry A. Singleton,5,2,0,0,0,$798 ,$160 ,0%,0%,2017
Clark Compher,6,2,0,0,0,$794 ,$132 ,0%,0%,2017
Ronnie L. Riggs,5,2,0,0,0,$793 ,$159 ,0%,0%,2017
Burton Farley,2,2,0,0,1,$778 ,$389 ,0%,50%,2017
Adel Sika,1,1,0,0,0,$750 ,$750 ,0%,0%,2017
Anselmo M. Garcia,4,1,0,0,0,$750 ,$188 ,0%,0%,2017
Anthony Arey,1,1,0,0,0,$750 ,$750 ,0%,0%,2017
Arnold Romero,1,1,0,0,0,$750 ,$750 ,0%,0%,2017
Helen Shelley,2,1,0,0,0,$750 ,$375 ,0%,0%,2017
Hubert Pinnock,1,1,0,0,0,$750 ,$750 ,0%,0%,2017
Jeffrey J. Trujillo,7,1,0,0,0,$750 ,$107 ,0%,0%,2017
Marvin J. Davis,6,5,0,0,0,$750 ,$125 ,0%,0%,2017
Patricia D. Visscher,2,1,0,0,0,$745 ,$373 ,0%,0%,2017
Tehfeh Moores,5,2,0,0,0,$740 ,$148 ,0%,0%,2017
Gary E. James,2,1,0,0,0,$732 ,$366 ,0%,0%,2017
Paul J. Meyer,7,3,0,0,0,$730 ,$104 ,0%,0%,2017
Jose Sanguino,4,2,0,0,0,$728 ,$182 ,0%,0%,2017
Coty Goodluck,7,3,0,0,1,$727 ,$104 ,0%,14%,2017
Hubert Blankenship,4,1,0,0,0,$720 ,$180 ,0%,0%,2017
Randy M. Smith,2,2,0,0,0,$720 ,$360 ,0%,0%,2017
Marcos G. Medrano,3,2,0,0,0,$709 ,$236 ,0%,0%,2017
Edwin L Tobin,1,1,0,0,0,$705 ,$705 ,0%,0%,2017
James E. Atwood,5,2,0,0,0,$704 ,$141 ,0%,0%,2017
Philip J. Oliver,1,1,0,0,0,$700 ,$700 ,0%,0%,2017
Trudy A. Heath,2,1,0,0,0,$700 ,$350 ,0%,0%,2017
Irving Fournier,2,2,0,0,0,$698 ,$349 ,0%,0%,2017
Sondra Gabriel,3,1,0,1,0,$690 ,$230 ,0%,33%,2017
Chris R. Harting,1,1,0,0,0,$690 ,$690 ,0%,0%,2017
Luis A. Jimenez,2,1,0,0,0,$690 ,$345 ,0%,0%,2017
Mark D. Kane,5,3,0,0,0,$684 ,$137 ,0%,0%,2017
Morris Hicks,3,1,0,0,0,$684 ,$228 ,0%,0%,2017
L. C. Williams,3,1,0,0,0,$680 ,$227 ,0%,0%,2017
John W. Thomas,4,3,0,0,0,$679 ,$170 ,0%,0%,2017
Lynda S. Jones,2,1,0,0,0,$679 ,$340 ,0%,0%,2017
John T. Moore,3,1,0,0,0,$676 ,$225 ,0%,0%,2017
Patricia A. Cravens,6,3,0,0,0,$674 ,$112 ,0%,0%,2017
Daniel B. Baker,6,3,0,0,0,$671 ,$112 ,0%,0%,2017
Chris MacDonald,4,1,0,0,0,$668 ,$167 ,0%,0%,2017
Alvina Helfenstein,3,2,0,0,0,$663 ,$221 ,0%,0%,2017
Blair Kidd,4,1,0,0,0,$655 ,$164 ,0%,0%,2017
Robyne H. Draper,3,1,0,0,0,$652 ,$217 ,0%,0%,2017
Carlos M. Diaz,1,1,0,0,1,$650 ,$650 ,0%,100%,2017
Randy Abrahamson,1,1,0,1,0,$640 ,$640 ,0%,100%,2017
Scott Raley,3,2,0,0,0,$640 ,$213 ,0%,0%,2017
"Javier Roman, Jr.",6,4,0,0,0,$638 ,$106 ,0%,0%,2017
Carlton Teape,2,1,0,0,0,$631 ,$316 ,0%,0%,2017
Keri Brion,2,1,0,0,0,$630 ,$315 ,0%,0%,2017
Robert T Hammond,1,1,0,0,0,$630 ,$630 ,0%,0%,2017
Stephen C. Asmann,1,1,0,0,0,$630 ,$630 ,0%,0%,2017
Jesse Hopper,2,1,0,0,0,$620 ,$310 ,0%,0%,2017
Roger L. Lewis,2,1,0,0,0,$620 ,$310 ,0%,0%,2017
Joseph Kasmerski,3,1,0,0,0,$618 ,$206 ,0%,0%,2017
J. Danny Urista,9,4,0,0,0,$616 ,$68 ,0%,0%,2017
Joseph G. Davies,5,1,0,0,0,$615 ,$123 ,0%,0%,2017
Wes E. Granger,5,1,0,0,0,$611 ,$122 ,0%,0%,2017
Joe McSorley,1,1,0,0,1,$610 ,$610 ,0%,100%,2017
Priscilla B. Nichols,2,1,0,0,0,$605 ,$303 ,0%,0%,2017
August R. Martin,6,2,0,0,0,$600 ,$100 ,0%,0%,2017
Carlos A. Grajineres,1,1,0,0,1,$600 ,$600 ,0%,100%,2017
Edgar Huertas,6,2,0,0,0,$600 ,$100 ,0%,0%,2017
Giovanni M. Salinas,3,2,0,0,1,$600 ,$200 ,0%,33%,2017
Joan Milne,1,1,0,0,0,$600 ,$600 ,0%,0%,2017
Melody Conlon,1,1,0,0,0,$600 ,$600 ,0%,0%,2017
"Michael Kretzler, Jr.",1,1,0,0,0,$600 ,$600 ,0%,0%,2017
Richard C. Manning,6,3,0,0,0,$597 ,$100 ,0%,0%,2017
Lauren Steen,5,2,0,0,0,$590 ,$118 ,0%,0%,2017
Paul K. Rose,3,1,0,0,0,$590 ,$197 ,0%,0%,2017
Robert Longie,5,2,0,0,0,$588 ,$118 ,0%,0%,2017
Clarence Courtright,2,1,0,0,0,$585 ,$293 ,0%,0%,2017
Lynyle Benn,2,1,0,0,0,$583 ,$292 ,0%,0%,2017
J. L. Hankins,3,2,0,0,0,$574 ,$191 ,0%,0%,2017
Austin Hinds,3,2,0,0,0,$572 ,$191 ,0%,0%,2017
Hassan Elamri,6,4,0,0,0,$570 ,$95 ,0%,0%,2017
Stephanie L. Beltran,1,1,0,0,0,$570 ,$570 ,0%,0%,2017
Richard Sparling,6,2,0,0,0,$565 ,$94 ,0%,0%,2017
Barbara J. Bailey,3,1,0,0,0,$554 ,$185 ,0%,0%,2017
Jose M. Farias,3,1,0,0,0,$554 ,$185 ,0%,0%,2017
Clay W. Clark,7,1,0,0,0,$553 ,$79 ,0%,0%,2017
Fred Snodgrass,2,1,0,0,0,$550 ,$275 ,0%,0%,2017
Patricia Savini,6,1,0,0,0,$546 ,$91 ,0%,0%,2017
"Edward E. Dixon, Jr.",2,2,0,0,0,$540 ,$270 ,0%,0%,2017
Timothy B. Thomas,3,1,0,0,0,$540 ,$180 ,0%,0%,2017
William G. Wofford,5,5,0,0,0,$537 ,$107 ,0%,0%,2017
Charles Acosta,6,2,0,0,0,$535 ,$89 ,0%,0%,2017
Sam Aimsback,2,2,0,0,0,$526 ,$263 ,0%,0%,2017
Jose J. Malpica,10,3,0,0,0,$525 ,$53 ,0%,0%,2017
James I. Mardis,2,1,0,0,0,$520 ,$260 ,0%,0%,2017
Danny O'Brien,6,1,0,0,0,$515 ,$86 ,0%,0%,2017
Earl D. Smith,5,3,0,0,0,$512 ,$102 ,0%,0%,2017
Lee Lorick,3,1,0,0,0,$510 ,$170 ,0%,0%,2017
"Raleigh S. Cox, Jr.",3,1,0,0,0,$510 ,$170 ,0%,0%,2017
Brian L. Schling,2,2,0,0,0,$501 ,$251 ,0%,0%,2017
Andrew C. Brown,5,3,0,0,0,$500 ,$100 ,0%,0%,2017
Enrique R. Canales,5,2,0,0,0,$500 ,$100 ,0%,0%,2017
John A. Bordonaro,1,1,0,0,0,$500 ,$500 ,0%,0%,2017
John Springer,1,1,0,0,0,$495 ,$495 ,0%,0%,2017
"Leroy Jolley, Jr.",3,1,0,0,0,$495 ,$165 ,0%,0%,2017
Lewis L. Sanders,4,1,0,0,0,$495 ,$124 ,0%,0%,2017
Michael Gale,4,1,0,0,0,$494 ,$124 ,0%,0%,2017
Francis Nelson,2,1,0,0,0,$493 ,$247 ,0%,0%,2017
John Foutch,2,2,0,0,0,$490 ,$245 ,0%,0%,2017
Dawn K. Bonner-Carpio,3,1,0,0,0,$489 ,$163 ,0%,0%,2017
Jarret R. Giliforte,1,1,0,0,0,$489 ,$489 ,0%,0%,2017
Diane Roeper,3,2,0,0,0,$488 ,$163 ,0%,0%,2017
Michael J. Shevy,1,1,0,0,0,$487 ,$487 ,0%,0%,2017
Perry Moore,1,1,0,0,0,$480 ,$480 ,0%,0%,2017
Robert Don Johnson,1,1,0,0,0,$480 ,$480 ,0%,0%,2017
Earl L. McDonald,4,1,0,0,0,$478 ,$120 ,0%,0%,2017
Linda L. Richmond,3,3,0,0,0,$475 ,$158 ,0%,0%,2017
Gregg Hoover,6,1,0,0,0,$463 ,$77 ,0%,0%,2017
William McGaughey,4,1,0,0,0,$463 ,$116 ,0%,0%,2017
J. M. Chandler,2,1,0,0,0,$462 ,$231 ,0%,0%,2017
Brice Underdahl,4,2,0,0,0,$460 ,$115 ,0%,0%,2017
Debora Fancy,3,1,0,0,0,$459 ,$153 ,0%,0%,2017
Stephen Jay Larsen,1,1,0,0,1,$450 ,$450 ,0%,100%,2017
Tim Eggleston,1,1,0,0,0,$450 ,$450 ,0%,0%,2017
Guy Craft,2,1,0,0,0,$446 ,$223 ,0%,0%,2017
Joseph A. Pickerrell,4,3,0,0,0,$440 ,$110 ,0%,0%,2017
Fred Clarkston,2,2,0,0,0,$439 ,$220 ,0%,0%,2017
Garry Saitz,2,1,0,0,0,$439 ,$220 ,0%,0%,2017
Calvin Crow Chief,2,2,0,0,1,$438 ,$219 ,0%,50%,2017
Clinton Whitehawk,2,1,0,0,1,$435 ,$218 ,0%,50%,2017
Fernanda Ruiz,3,1,0,0,0,$434 ,$145 ,0%,0%,2017
Rise Arnold,2,1,0,0,0,$432 ,$216 ,0%,0%,2017
J. Scott Long,3,1,0,0,0,$427 ,$142 ,0%,0%,2017
Cindy Monroy,5,2,0,0,0,$425 ,$85 ,0%,0%,2017
David D. Cook,5,2,0,0,0,$425 ,$85 ,0%,0%,2017
Rebecca Omer,6,2,0,0,0,$423 ,$71 ,0%,0%,2017
Aubrey Hill,8,2,0,0,0,$420 ,$53 ,0%,0%,2017
Pat Washburn,5,2,0,0,0,$420 ,$84 ,0%,0%,2017
Randall P. Weidner,4,1,0,0,0,$420 ,$105 ,0%,0%,2017
Cody Anderson,2,1,0,0,0,$418 ,$209 ,0%,0%,2017
Jack McCartney,5,3,0,0,0,$416 ,$83 ,0%,0%,2017
Bo Butler,6,5,0,0,0,$415 ,$69 ,0%,0%,2017
Woody D. Green,2,1,0,0,0,$406 ,$203 ,0%,0%,2017
Jeanne L. Vuyosevich,2,2,0,0,0,$405 ,$203 ,0%,0%,2017
Adam A. Tapia,9,2,0,0,0,$404 ,$45 ,0%,0%,2017
Christopher R. Reck,2,1,0,0,0,$400 ,$200 ,0%,0%,2017
Gerald James,1,1,0,0,0,$400 ,$400 ,0%,0%,2017
Guillermo Morales,1,1,0,0,0,$400 ,$400 ,0%,0%,2017
Lauren Phillips,1,1,0,0,0,$400 ,$400 ,0%,0%,2017
Melvin Jackson,2,1,0,0,0,$400 ,$200 ,0%,0%,2017
Monty Arrossa,1,1,0,0,0,$400 ,$400 ,0%,0%,2017
Patricia K. Eldridge,2,1,0,0,0,$400 ,$200 ,0%,0%,2017
Richard Baum,2,1,0,0,0,$400 ,$200 ,0%,0%,2017
"Roger Louis Williams, Sr.",4,1,0,0,0,$400 ,$100 ,0%,0%,2017
Tanya Kay Schvaneveldt,1,1,0,0,0,$400 ,$400 ,0%,0%,2017
Willie Brooks,4,1,0,0,0,$400 ,$100 ,0%,0%,2017
Bryan Gotham,4,2,0,0,0,$398 ,$100 ,0%,0%,2017
Larry R. Aldoff,4,2,0,0,0,$397 ,$99 ,0%,0%,2017
Reginald C. Peters,4,3,0,0,0,$397 ,$99 ,0%,0%,2017
"Harold Wippert, Jr.",5,2,0,0,1,$395 ,$79 ,0%,20%,2017
Marvin Falls Down Sr.,5,2,0,0,0,$392 ,$78 ,0%,0%,2017
Silvestre Sanguino,4,1,0,0,0,$391 ,$98 ,0%,0%,2017
Don Ackel,4,2,0,0,0,$390 ,$98 ,0%,0%,2017
James A. Lamp,5,2,0,0,0,$384 ,$77 ,0%,0%,2017
Thomas A. Crozier,5,2,0,0,0,$381 ,$76 ,0%,0%,2017
Dario A. Vasquez,1,1,0,0,0,$380 ,$380 ,0%,0%,2017
Lee J. Gutierrez,4,2,0,0,0,$379 ,$95 ,0%,0%,2017
Robert McCracken,5,1,0,0,0,$377 ,$75 ,0%,0%,2017
Simion Carr,5,2,0,0,0,$371 ,$74 ,0%,0%,2017
Pedro Menendez,2,2,0,0,0,$370 ,$185 ,0%,0%,2017
Joseph S. Keyes,3,1,0,0,0,$366 ,$122 ,0%,0%,2017
Melvin Winney,1,1,0,0,0,$366 ,$366 ,0%,0%,2017
Arthur Magnuson,1,1,0,0,0,$364 ,$364 ,0%,0%,2017
Jesus J Carrete,3,1,0,0,0,$364 ,$121 ,0%,0%,2017
Anthony Marrone,2,1,0,0,0,$360 ,$180 ,0%,0%,2017
Carlos Gragineres,1,1,0,0,0,$360 ,$360 ,0%,0%,2017
Gail T. Jansen,1,1,0,0,0,$360 ,$360 ,0%,0%,2017
James P. Taglianetti,1,1,0,0,0,$360 ,$360 ,0%,0%,2017
Jorge A. Brito,4,2,0,0,0,$360 ,$90 ,0%,0%,2017
Larry G. Huffman,2,1,0,0,0,$360 ,$180 ,0%,0%,2017
Noel G. Wilson,1,1,0,0,0,$360 ,$360 ,0%,0%,2017
Nolan Little Bear,4,2,0,0,0,$358 ,$90 ,0%,0%,2017
Bernard L. Girdley,3,1,0,0,0,$355 ,$118 ,0%,0%,2017
Linda Brahler,4,3,0,0,0,$355 ,$89 ,0%,0%,2017
Nicole Holst,7,4,0,0,0,$355 ,$51 ,0%,0%,2017
Jesse Yoakum,1,1,0,0,0,$354 ,$354 ,0%,0%,2017
Wally T.M. Pugh,4,3,0,0,0,$354 ,$89 ,0%,0%,2017
Betty Rader,2,1,0,0,0,$351 ,$176 ,0%,0%,2017
Jesus Garcia,2,2,0,0,0,$350 ,$175 ,0%,0%,2017
Antonio Gonzalez,1,1,0,0,0,$345 ,$345 ,0%,0%,2017
Jerry M. Fanning,1,1,0,0,0,$345 ,$345 ,0%,0%,2017
Walter Trahan,15,8,0,0,0,$345 ,$23 ,0%,0%,2017
Jacqueline J. Erler,4,2,0,0,0,$343 ,$86 ,0%,0%,2017
Duane Spears,3,2,0,0,0,$341 ,$114 ,0%,0%,2017
Danny Scarbro,2,2,0,0,0,$340 ,$170 ,0%,0%,2017
Paul D. Jacquez,1,1,0,0,0,$340 ,$340 ,0%,0%,2017
Greg Sheets,3,3,0,0,0,$339 ,$113 ,0%,0%,2017
"Jose G. Badilla, Sr.",3,1,0,0,0,$339 ,$113 ,0%,0%,2017
Donna J. Landon,4,1,0,0,0,$335 ,$84 ,0%,0%,2017
Justin Keiser,3,3,0,0,0,$335 ,$112 ,0%,0%,2017
Kyi Lormand,7,3,0,0,0,$330 ,$47 ,0%,0%,2017
Mark Whitton,3,3,0,0,0,$323 ,$108 ,0%,0%,2017
Randy Ritter,1,1,0,1,0,$320 ,$320 ,0%,100%,2017
John Clark Garvin,4,1,0,0,0,$320 ,$80 ,0%,0%,2017
Paul David,4,2,0,0,0,$320 ,$80 ,0%,0%,2017
Ryan Bratcher,2,2,0,0,0,$320 ,$160 ,0%,0%,2017
Cleveland A. Gordon,1,1,0,0,0,$318 ,$318 ,0%,0%,2017
Judy Mickelson,3,2,0,0,0,$318 ,$106 ,0%,0%,2017
Tito Moreno,3,3,0,0,0,$315 ,$105 ,0%,0%,2017
Krista Moe,4,2,0,0,0,$311 ,$78 ,0%,0%,2017
"James J. Gonzales, II",1,1,0,0,0,$310 ,$310 ,0%,0%,2017
Kendrick L. Wright,1,1,0,0,0,$310 ,$310 ,0%,0%,2017
Cale W. Wilson,7,5,0,0,0,$308 ,$44 ,0%,0%,2017
Amy Babenco,2,1,0,0,0,$307 ,$154 ,0%,0%,2017
Keith Chudzik,1,1,0,0,0,$304 ,$304 ,0%,0%,2017
Melvin O. Cordova,2,1,0,0,0,$301 ,$151 ,0%,0%,2017
"Alvin Francis, Jr.",3,1,0,0,0,$300 ,$100 ,0%,0%,2017
Bart Brookshire,1,1,0,0,0,$300 ,$300 ,0%,0%,2017
Chris Banks,3,1,0,0,0,$300 ,$100 ,0%,0%,2017
David Shorts,2,1,0,0,0,$300 ,$150 ,0%,0%,2017
Edgar Davis,3,2,0,0,0,$300 ,$100 ,0%,0%,2017
George Leon Bard,1,1,0,0,0,$300 ,$300 ,0%,0%,2017
Randall L. Guilkey,3,3,0,0,0,$300 ,$100 ,0%,0%,2017
Michael C. Cameron,2,1,0,0,0,$296 ,$148 ,0%,0%,2017
Hannah Dill,1,1,0,0,0,$294 ,$294 ,0%,0%,2017
Joanna Iglar,1,1,0,0,0,$293 ,$293 ,0%,0%,2017
Sarah O'Brien,1,1,0,0,0,$292 ,$292 ,0%,0%,2017
Stephen Thomas Mitchell,2,1,0,0,0,$292 ,$146 ,0%,0%,2017
Charles C. McCauley,1,1,0,0,0,$291 ,$291 ,0%,0%,2017
